SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
4.67880372943652,3.18915301583197,1.39211405973759,0.224629869511798,0
4.60894901593151,3.14153884282382,1.3713297451066,0.221276137214652,0
5.06609125733404,3.45313484943994,1.50734616690103,0.243223585317364,0
5.51827868766239,3.76135357169154,1.64188835242513,0.264933152408302,0
4.72437174603688,3.22021295892217,1.40567219986315,0.226817594882377,0
4.37359548990737,2.98111783550856,1.30130352226555,0.209976789155376,0
4.79873452535529,3.27089990704887,1.42779782782207,0.230387759903349,0
4.88812419071838,3.33182943890406,1.45439450020743,0.23467936733708,0
4.67149335244181,3.18417013726135,1.38993895704365,0.224278897527213,0
4.29265337129372,2.92594629666831,1.27722030188209,0.206090749348277,0
5.89200140491417,4.01608939728515,1.75308443570093,0.282875620198027,0
5.66424254832343,3.8608450471516,1.68531790288082,0.271940893033848,0
5.24024068263025,3.57183809005561,1.55916194663225,0.251584517927921,0
5.1995056374875,3.54407238335377,1.54704179106545,0.249628824036039,0
4.84141900436329,3.29999438136954,1.44049801077392,0.232437046324454,0
4.73619018884499,3.22826861261134,1.40918861588502,0.227384999590789,0
4.75665924443018,3.24222067260907,1.41527890342806,0.228367721147627,0
5.65047467165006,3.8514606258436,1.6812214594739,0.271279895796213,0
4.79873452535529,3.27089990704887,1.42779782782207,0.230387759903349,0
4.85254702267746,3.30757942986038,1.44380900043025,0.232971303678766,0
5.3245943105081,3.62933497222883,1.58426021493955,0.255634344661159,0
4.79873452535529,3.27089990704887,1.42779782782207,0.230387759903349,0
5.06186748395932,3.45025585293248,1.50608944090009,0.243020801504048,0
4.15891408549606,2.83478730148468,1.23742800648682,0.199669911874732,0
4.48593161639275,3.05768806954376,1.33472760032911,0.215370058651831,0
5.07287366265691,3.45775785344713,1.50936417884486,0.243549209325285,0
5.31984256546153,3.62609610115792,1.58284639818849,0.255406212871179,0
4.67766655968178,3.18837790138765,1.39177571042964,0.224575273869751,0
5.25628289881308,3.58277274025225,1.56393508865506,0.252354706449649,0
4.63364184489142,3.15836989932902,1.37867675865057,0.222461642584806,0
5.32191383894337,3.62750791675293,1.58346267728511,0.255505654933478,0
4.93462631104584,3.36352608314495,1.46823057012166,0.236911939127912,0
4.41279290868362,2.09369479237701,3.1231140965091,0.980620646374138,1
6.44164071034368,3.05630241180603,4.55901269863186,1.43147571340971,1
6.85599999500189,3.25289941837636,4.85227171842156,1.52355555444486,1
5.46983916399138,2.59522121472155,3.87122898178221,1.21551981422031,1
6.43093321558623,3.05122213124971,4.55143456648125,1.42909627013027,1
6.50428400377232,3.08602416398044,4.60334792052133,1.44539644528274,1
4.84201217914096,2.29734227140916,3.42689013626406,1.07600270647577,1
5.38041230334395,2.55279172475666,3.8079379334883,1.19564717852088,1
5.68719240937258,2.69834668817519,4.02505876682293,1.26382053541613,1
6.53151248074557,3.0989429937608,4.62261862776306,1.45144721794346,1
