SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
4.64506642681408,3.26630442503985,1.32540387901602,0.222185350241323,0
4.58015669289804,3.13105228859911,1.47771846195583,0.291271944300351,0
5.02910901793224,3.56720742057584,1.37616509005747,0.215699088428015,0
4.69304034634927,3.28546582766031,1.36687485911055,0.236220254883839,0
4.25883871845156,3.05309792262898,1.10390049793283,0.156678679570459,0
5.84820245968071,4.2093035255426,1.48381113447494,0.201603722915156,0
5.62663919147025,3.88808895980579,1.7359499127338,0.324269447743212,0
4.69170445183752,3.48198752518487,0.990043161267091,0.0770766433867369,0
4.92016502979793,3.27482309005645,1.75644925843691,0.384323849114384,0
4.99289799174046,3.40205835071272,1.63213835546959,0.326501900783523,0
5.60559751597578,4.07297451607955,1.34926214271879,0.162394356201588,0
4.76637963968376,3.27299487067051,1.50989332848082,0.29132171438134,0
4.81461793259404,3.41773957713476,1.3123753156095,0.204345893749031,0
4.76637963968376,3.27299487067051,1.50989332848082,0.29132171438134,0
4.45463944133635,3.13674933058285,1.26277743992272,0.209573234165302,0
5.04449110061014,3.42559036516313,1.6711614429683,0.339239105159176,0
4.60246624468594,3.20123933591626,1.38018340181808,0.248432884117628,0
6.45668416268781,3.08359478841989,4.61926054693311,1.48231224893234,0
6.44682053117923,3.13925077689536,4.49711755726061,1.43141482812685,0
5.49465098321766,2.63645189354059,3.9075378178717,1.25153611250166,0
6.46232227346995,3.16327440576056,4.47652205686385,1.42158396217634,0
6.66366292955849,3.03801662857547,5.04268226926552,1.64618447426331,0
6.63581344456684,3.17673876639728,4.73293405899149,1.5173175769539,0
6.20224320221054,2.59896657900783,5.12948378380067,1.7164304495574,0
6.26353374679209,2.72984810361862,4.97961709345669,1.64864155576524,0
6.61894564840432,2.60905373146154,5.78777415002205,1.9642968388769,0
7.28037013732906,3.11936770136864,5.8903011500451,1.95950776417269,0
6.72473563694885,2.71466866642872,5.75842919271016,1.94420070740096,0
6.18093715334098,2.65826883143782,4.98178500675151,1.6555660832906,0
7.58576771592401,3.02705103928208,6.56284791681592,2.2214953675645,0
4.78861068478247,3.12179413250633,1.58091546451987,0.26331943802073,1
5.42292906195624,3.66728898645817,1.50088148276336,0.165536723255242,1
4.77239034819905,3.1605655650878,1.46733055377326,0.212822408600978,1
5.20520888035369,3.49196369915985,1.5022351316093,0.187129026784236,1
5.23216135490054,3.50988411758105,1.5103665882187,0.188259727391685,1
4.70486908986985,3.13002288438022,1.41548258196086,0.195562872566804,1
5.12356388156336,3.45462927980737,1.44042573293524,0.166664331467143,1
5.32951925904864,3.49635720957234,1.7113845293713,0.271014427664886,1
5.35122807149455,3.47577274694431,1.79473973703657,0.307127578754829,1
6.87829147487004,3.36416260540991,4.72715790232974,1.5040505704774,1
6.80947493292291,3.22430661229615,4.91278660136858,1.5957586530467,1
5.37332400217804,2.46279884596559,4.05537926562388,1.34111970314226,1
6.3612061128746,2.97617761146078,4.66805580134756,1.5267704822183,1
5.8163491601254,2.67242296575174,4.37533381670077,1.44509032445316,1
4.88707696558322,2.42067420765621,3.29197860869741,1.03806745968019,1
