SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5.1,3.5,1.4,0.2,0
4.9,3,1.4,0.2,0
4.7,3.2,1.3,0.2,0
4.6,3.1,1.5,0.2,0
5,3.6,1.4,0.2,0
5.4,3.7,1.5,0.2,0
4.8,3.4,1.6,0.2,0
4.8,3,1.4,0.1,0
5.8,4,1.2,0.2,0
5.7,4.4,1.5,0.4,0
5.4,3.9,1.3,0.4,0
5.1,3.8,1.5,0.3,0
5.4,3.4,1.7,0.2,0
4.6,3.6,1,0.2,0
5.1,3.3,1.7,0.5,0
5.2,3.5,1.5,0.2,0
5.2,3.4,1.4,0.2,0
4.8,3.1,1.6,0.2,0
5.4,3.4,1.5,0.4,0
5.2,4.1,1.5,0.1,0
5.5,4.2,1.4,0.2,0
4.9,3.1,1.5,0.1,0
5,3.2,1.2,0.2,0
5.5,3.5,1.3,0.2,0
4.9,3.1,1.5,0.1,0
5.1,3.4,1.5,0.2,0
5,3.5,1.3,0.3,0
4.5,2.3,1.3,0.3,0
5,3.5,1.6,0.6,0
4.8,3,1.4,0.3,0
5.1,3.8,1.6,0.2,0
5,3.3,1.4,0.2,0
6.4,3.2,4.5,1.5,1
6.9,3.1,4.9,1.5,1
5.5,2.3,4,1.3,1
5.7,2.8,4.5,1.3,1
5.2,2.7,3.9,1.4,1
5,2,3.5,1,1
6,2.2,4,1,1
6.1,2.9,4.7,1.4,1
5.6,2.9,3.6,1.3,1
6.2,2.2,4.5,1.5,1
6.3,2.5,4.9,1.5,1
6.4,2.9,4.3,1.3,1
6.6,3,4.4,1.4,1
6.8,2.8,4.8,1.4,1
6.7,3,5,1.7,1
5.7,2.6,3.5,1,1
5.5,2.4,3.8,1.1,1
5.5,2.4,3.7,1,1
5.8,2.7,3.9,1.2,1
6,3.4,4.5,1.6,1
6.7,3.1,4.7,1.5,1
6.3,2.3,4.4,1.3,1
5.8,2.6,4,1.2,1
5,2.3,3.3,1,1
5.6,2.7,4.2,1.3,1
5.7,3,4.2,1.2,1
6.2,2.9,4.3,1.3,1
5.1,2.5,3,1.1,1
5.7,2.8,4.1,1.3,1
5.8,2.7,5.1,1.9,2
7.1,3,5.9,2.1,2
6.3,2.9,5.6,1.8,2
7.6,3,6.6,2.1,2
5.7,2.5,5,2,2
5.8,2.8,5.1,2.4,2
6.5,3,5.5,1.8,2
6.9,3.2,5.7,2.3,2
7.7,2.8,6.7,2,2
6.7,3.3,5.7,2.1,2
7.2,3.2,6,1.8,2
6.2,2.8,4.8,1.8,2
6.4,2.8,5.6,2.1,2
7.2,3,5.8,1.6,2
7.4,2.8,6.1,1.9,2
7.9,3.8,6.4,2,2
6.4,2.8,5.6,2.2,2
6.1,2.6,5.6,1.4,2
6.4,3.1,5.5,1.8,2
6,3,4.8,1.8,2
6.9,3.1,5.4,2.1,2
6.7,3.1,5.6,2.4,2
6.9,3.1,5.1,2.3,2
6.8,3.2,5.9,2.3,2
6.7,3.3,5.7,2.5,2
6.7,3,5.2,2.3,2
6.3,2.5,5,1.9,2
6.2,3.4,5.4,2.3,2
5.9,3,5.1,1.8,2
5,3,0,4310.42565496933,0
7.3,2.9,0,49.8011563192309,2
6.1,0,2194.26035737076,1.4,1
6.5,787.768238574825,5.8,248.403025591946,2
6.6,5334.74443282598,0,1.3,1
0,0,5.1,1.9,2
0,0,4.8,1.8,1
3155.54885705487,2.5,0,1.7,2
0,0,4.5,1.5,1
0,3.4,0,0.2,0
0,0,5.1,2,2
6.7,3.1,1172.9605086594,1420.54978794877,1
6,0,2056.56446077592,1.5,2
5.6,2.5,2741.76906561265,765.186952466679,1
404.863523941246,3,3652.37731996058,1.5,1
394.462415279981,0,6.9,2.3,2
5.9,10100.1108518687,9642.15697353798,1.5,1
6,1516.95999797154,1370.59368130438,1.5,1
6.4,1211.46014461296,517.336241559994,1.9,2
5.7,0,0,0.3,0
0,2.8,270.236701521572,1.5,1
2703.42394480409,3,4.9,0,2
