SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0.000675770179835279,-0.000660086913994747,-0.00108994267479864,0.00179187463300171,0
-0.0273652841210578,0.0267301909511034,0.0441371813399653,-0.072561885541266,0
-0.00783320187053105,0.0076514090199675,0.0126340895969772,-0.0207705461794829,0
-0.0181336736433354,0.017712827573325,0.0292476130857984,-0.0480833140825255,0
-0.0243583769389083,0.0237930680330465,0.0392873721078058,-0.0645887596705778,0
-0.0493154631182264,0.0481709504699758,0.0795403961049533,-0.13076505891074,0
0.0420906767716799,-0.0411138368741588,-0.0678876135608596,0.111607789517188,0
0.0478483040755627,-0.0467378412359349,-0.0771740305874549,0.12687473473016,0
0.0188722164714362,-0.0184342303087533,-0.0304388011102682,0.0500416368948488,0
0.00360411047795607,-0.00352046632728016,-0.00581303219915799,0.00955667227216116,0
0.0016675705354916,-0.00162886957946192,-0.00268960712399606,0.00442173601388671,0
0.0130481158315558,-0.0127452953233259,-0.0210451699333566,0.0345984307456892,0
-0.041085359279735,0.0401318507779321,0.0662661474635255,-0.108942086049231,0
0.0621595769342038,-0.0607169782539369,-0.100256533315117,0.164822557180117,0
-0.0285030060165936,0.0278415086111865,0.0459722011188781,-0.0755786730007511,0
-0.0243583769389083,0.0237930680330465,0.0392873721078058,-0.0645887596705778,0
-0.0243583769389083,0.0237930680330465,0.0392873721078058,-0.0645887596705778,0
-0.00950296714915157,0.00928242240698744,0.015327236599275,-0.0251981017821237,0
0.0241618864637759,-0.0236011377063914,-0.0389704546698529,0.0640677448218578,0
0.0821732159889079,-0.080266141024991,-0.132536323004943,0.217890794291317,0
0.0510563939054113,-0.0498714777573317,-0.082348325213761,0.135381317231178,0
-0.0531356691597918,0.0519024972177409,0.085701966584788,-0.140894730954554,0
-0.021875312800872,0.0213676308163185,0.0352824638578328,-0.058004657894811,0
-0.0175327696597967,0.0171258693618841,0.0282784213181549,-0.0464899549241869,0
-0.0168055321118486,0.0164155095338088,0.0271054674621297,-0.0445616092332712,0
0.000511766609088901,-0.000499889536057029,-0.000825423026092828,0.0013570021764901,0
-0.0176846796825119,0.0172742538587014,0.0285234354093766,-0.0468927600853568,0
-0.0535543538463511,0.0523114650753565,0.086377258748874,-0.142004916771358,0
