120,4,setosa,versicolor,virginica
4.7672,3.2768,1.501,0.28439,0
5.6434,3.8791,1.7002,0.33702,0
4.4792,3.0788,1.3002,0.26773,0
5.258,3.6142,1.4997,0.3144,0
5.1945,3.5705,1.4995,0.31052,0
5.7999,3.9869,1.2007,0.34895,0
5.4909,3.7742,1.6996,0.3277,0
5.9268,4.0741,1.4996,0.3553,0
5.4907,3.7743,1.2996,0.32958,0
5.1608,3.5474,1.5005,0.30846,0
5.2369,3.5997,1.4999,0.31311,0
4.6611,3.2039,1.4,0.27838,0
5.2412,3.6025,1.8995,0.31149,0
4.757,3.2697,1.5919,0.28334,0
4.8434,3.3291,1.6004,0.28858,0
4.8007,3.3001,1.0002,0.2888,0
4.938,3.387,14,0.23585,0
4.8855,3.3583,1.2005,0.29304,0
4.386,3.0148,1.3003,0.26203,0
4.9788,3.4222,1.5005,0.29733,0
4.6823,3.2185,1.3004,0.28015,0
5.3639,3.6871,1.3007,0.32182,0
4.7672,3.2768,1.501,0.28439,0
5.3894,3.7045,1.5006,0.32243,0
4.7672,3.2768,1.501,0.28439,0
5.0294,3.4571,1.3,0.30137,0
5.0972,3.5037,1.4,0.30504,0
4.5681,3.1399,1.5004,0.27222,0
4.7119,3.2388,1.3998,0.28149,0
4.6147,3.172,1.4003,0.27554,0
5.2328,3.5968,1.6004,0.31239,0
4.7247,3.2476,1.4005,0.28227,0
4.1319,2.8401,1.3001,0.2465,0
4.9871,3.4279,1.5995,0.29737,0
5.1142,3.5154,1.4006,0.30608,0
5.3217,3.658,1.5005,0.31829,0
5.0719,3.4863,1.4004,0.30349,0
4.7037,3.233,1.6005,0.28004,0
4.7925,3.2941,1.6006,0.28547,0
5.0419,3.4656,1.5986,0.30073,0
4.3395,2.9828,1.4003,0.25872,0
1.9436,1.3355,1.3991,0.11224,0
4.8991,2.234,3.4836,1.0019,1
6.5607,2.9917,4.6645,1.4027,1
5.3728,2.4501,3.8174,1.3992,1
6.8854,3.1398,4.8951,1.4999,1
4.8445,2.2092,3.4383,1.6281,1
5.7817,2.6384,4.0011,12,1
5.8187,2.6534,4.1344,1.4963,1
6.0674,2.7669,4.3098,1.6925,1
6.1147,2.7884,4.3475,1.2994,1
4.8863,2.2282,3.4734,1.1049,1
6.4545,2.9433,4.5878,1.5009,1
6.4759,2.953,4.604,1.4021,1
5.9649,2.72,4.2406,1.3025,1
6.8867,3.1404,4.897,1.402,1
2.2808,1.0402,1.6166,0.981,1
5.5515,2.5315,3.9479,1.1005,1
6.0723,2.769,4.3152,1.498,1
6.532,2.9786,4.6451,1.3004,1
5.4251,2.4739,3.8578,1.1006,1
5.8415,2.6638,4.1527,1.2996,1
6.1417,2.8007,4.3648,1.4986,1
6.2827,2.8649,4.4663,1.3976,1
6.448,2.9404,4.5832,1.4998,1
5.7301,2.613,4.0732,1.2987,1
6.7055,3.0577,4.7678,1.3996,1
5.9395,2.7085,4.2226,1.2972,1
6.3383,2.8903,4.504,1.5939,1
6.2553,2.8524,4.4488,1.1974,1
6.2891,2.8679,4.4668,1.7967,1
4.8674,2.2196,3.461,1.0017,1
5.8038,2.6465,4.1288,1.0003,1
5.534,2.5235,3.9333,1.3035,1
5.7734,2.6327,4.1041,1.3001,1
5.7279,2.612,4.0727,1.1967,1
5.8676,2.6757,4.1723,1.1998,1
5.3832,2.4547,3.8288,1.0013,1
6.5003,2.9455,5.475,2.0021,2
5.0904,2.4863,4.2795,1.7051,2
6.5473,3.199,5.5042,2.194,2
7.8141,3.6014,6.5789,2.453,2
6.8875,3.2541,5.7952,2.2231,2
7.6881,3.046,6.495,2.0336,2
6.3616,3.2486,5.3418,2.2389,2
6.7344,3.2199,5.6647,2.2028,2
6.5006,2.8974,5.4774,1.9653,2
6.3258,2.4265,5.3476,1.6124,2
7.065,2.8011,5.9685,1.8703,2
5.9726,2.8706,5.0232,1.965,2
6.6857,3.0342,5.6309,2.0628,2
5.9917,2.7537,5.0449,1.875,2
6.8461,3.258,5.7593,2.2276,2
6.3212,3.1079,5.3132,2.133,2
5.9084,3.0307,4.9606,2.0898,2
7.7814,3.512,6.5546,2.386,2
5.9075,2.7267,4.9735,1.8576,2
6.4795,3.1303,5.4488,2.144,2
5.9619,2.2238,5.0429,1.4714,2
7.8832,2.8899,6.6702,1.907,2
7.168,3.0223,6.0475,2.0354,2
5.8818,2.8751,4.9447,1.9719,2
7.3221,2.822,6.1893,1.8764,2
5.9075,2.7267,4.9735,1.8576,2
6.3011,3.3693,5.2843,2.3334,2
6.6792,3.2388,5.6162,2.2193,2
6.1402,2.6133,5.1792,1.7621,2
6.4595,2.9431,5.4399,2.0019,2
7.3662,2.8331,6.2269,1.8833,2
7.225,3.6115,6.0703,2.4832,2
6.5145,2.8824,5.49,1.9534,2
7.4979,3.1483,6.3263,2.119,2
5.9886,2.8769,5.0367,1.9692,2
6.3506,2.74,5.3551,1.8508,2
6.4569,3.4185,5.4165,2.365,2
6.3657,2.9809,5.3573,2.0342,2
6.6614,3.0729,5.6082,2.0933,2
7.7903,2.8732,6.5908,1.8977,2
6.096,2.6922,5.1376,1.8241,2
6.6517,3.4006,5.5853,2.344,2
