120,4,setosa,versicolor,virginica
4.7099,3.2635,1.6844,0.2815,0
5.5591,3.8519,1.9881,0.33225,0
4.402,3.0502,1.5743,0.26309,0
5.1603,3.5756,1.8455,0.30841,0
5.1031,3.536,1.825,0.305,0
5.5925,3.875,2,0.33424,0
5.4196,3.7553,1.9382,0.32391,0
5.7764,4.0025,2.0658,0.34524,0
5.3309,3.6938,1.9065,0.31861,0
5.0717,3.5142,1.8138,0.30312,0
5.1424,3.5632,1.8391,0.30734,0
4.5901,3.1805,1.6415,0.27433,0
5.2349,3.6273,1.8721,0.31287,0
4.7215,3.2715,1.6885,0.28219,0
4.8027,3.3278,1.7176,0.28704,0
4.6315,3.2092,1.6564,0.27681,0
7.6355,5.2907,2.7307,0.45635,0
4.7521,3.2927,1.6995,0.28402,0
4.316,2.9906,1.5435,0.25795,0
4.9046,3.3985,1.754,0.29313,0
4.5881,3.1791,1.6408,0.27422,0
5.2135,3.6125,1.8645,0.31159,0
4.7099,3.2635,1.6844,0.2815,0
5.2818,3.6598,1.8889,0.31568,0
4.7099,3.2635,1.6844,0.2815,0
4.907,3.4001,1.7549,0.29327,0
4.9912,3.4584,1.785,0.29831,0
4.5275,3.1371,1.6192,0.27059,0
4.638,3.2137,1.6587,0.2772,0
4.5483,3.1515,1.6266,0.27184,0
5.1609,3.576,1.8457,0.30845,0
4.6484,3.2209,1.6624,0.27782,0
4.0808,2.8276,1.4594,0.24389,0
4.9343,3.419,1.7646,0.2949,0
5.0066,3.4691,1.7905,0.29923,0
5.2198,3.6168,1.8667,0.31197,0
4.9684,3.4427,1.7769,0.29695,0
4.6738,3.2385,1.6715,0.27934,0
4.7549,3.2947,1.7005,0.28418,0
4.9847,3.4539,1.7827,0.29792,0
4.2952,2.9762,1.5361,0.25671,0
2.1006,1.4555,0.75125,0.12555,0
4.8254,2.2326,3.4516,1.3483,1
6.4712,2.9941,4.6289,1.8082,1
5.3387,2.4701,3.8189,1.4918,1
6.7958,3.1443,4.8611,1.8989,1
4.8645,2.2507,3.4796,1.3593,1
7.3274,3.3902,5.2414,2.0475,1
5.78,2.6743,4.1345,1.6151,1
6.0374,2.7934,4.3186,1.687,1
6.0287,2.7894,4.3124,1.6846,1
4.8286,2.2341,3.454,1.3492,1
6.3857,2.9545,4.5677,1.7843,1
6.3901,2.9566,4.5709,1.7856,1
5.8875,2.724,4.2114,1.6451,1
6.7821,3.1379,4.8513,1.8951,1
2.333,1.0794,1.6688,0.65191,1
5.4627,2.5275,3.9075,1.5264,1
6.0183,2.7845,4.305,1.6817,1
6.4283,2.9742,4.5982,1.7962,1
5.342,2.4716,3.8212,1.4927,1
5.7707,2.67,4.1279,1.6125,1
6.087,2.8163,4.3541,1.7009,1
6.2062,2.8715,4.4394,1.7342,1
6.3782,2.951,4.5624,1.7822,1
5.664,2.6206,4.0515,1.5827,1
6.6083,3.0575,4.727,1.8465,1
5.864,2.7132,4.1946,1.6386,1
6.2891,2.9098,4.4987,1.7573,1
6.1496,2.8453,4.3989,1.7184,1
6.2739,2.9028,4.4878,1.7531,1
4.7956,2.2188,3.4303,1.34,1
5.6887,2.6321,4.0692,1.5896,1
5.4773,2.5343,3.918,1.5305,1
5.7054,2.6398,4.0811,1.5942,1
5.6467,2.6126,4.0392,1.5778,1
5.7809,2.6747,4.1351,1.6153,1
5.2868,2.4461,3.7817,1.4773,1
6.5023,2.9414,5.4759,1.9991,2
5.1501,2.3297,4.3371,1.5834,2
6.6245,2.9966,5.5788,2.0367,2
7.8361,3.5447,6.5991,2.4092,2
6.9327,3.136,5.8383,2.1314,2
7.5489,3.4148,6.3573,2.3209,2
6.4819,2.9321,5.4587,1.9928,2
6.791,3.0719,5.719,2.0878,2
6.487,2.9344,5.463,1.9944,2
6.1854,2.798,5.209,1.9017,2
6.9377,3.1383,5.8426,2.133,2
6.0275,2.7266,5.076,1.8531,2
6.6893,3.0259,5.6334,2.0566,2
6.0061,2.7169,5.058,1.8465,2
6.8986,3.1206,5.8096,2.1209,2
6.4019,2.896,5.3914,1.9682,2
6.0245,2.7252,5.0735,1.8522,2
7.7793,3.519,6.5513,2.3917,2
5.9255,2.6804,4.9901,1.8217,2
6.5443,2.9604,5.5113,2.012,2
5.8093,2.6279,4.8922,1.786,2
7.665,3.4673,6.455,2.3566,2
7.0973,3.2105,5.9769,2.182,2
5.9515,2.6922,5.012,1.8298,2
7.164,3.2407,6.0331,2.2025,2
5.9255,2.6804,4.9901,1.8217,2
6.4693,2.9264,5.4481,1.989,2
6.7499,3.0534,5.6844,2.0752,2
6.0875,2.7537,5.1265,1.8715,2
6.4667,2.9253,5.4459,1.9882,2
7.2053,3.2593,6.0679,2.2152,2
7.3364,3.3187,6.1783,2.2555,2
6.494,2.9376,5.4689,1.9965,2
7.4196,3.3563,6.2484,2.2811,2
6.0432,2.7337,5.0893,1.858,2
6.3081,2.8535,5.3123,1.9394,2
6.6183,2.9938,5.5736,2.0348,2
6.3988,2.8945,5.3887,1.9673,2
6.681,3.0222,5.6264,2.054,2
7.5803,3.429,6.3837,2.3305,2
6.0753,2.7482,5.1162,1.8678,2
6.7788,3.0664,5.7087,2.0841,2
