SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
4.9,3,1.4,0.2,0
4.7,3.2,1.3,0.2,0
4.6,3.1,1.5,0.2,0
4.6,3.4,1.4,0.3,0
4.4,2.9,1.4,0.2,0
4.9,3.1,1.5,0.1,0
5.4,3.7,1.5,0.2,0
4.8,3.4,1.6,0.2,0
4.8,3,1.4,0.1,0
5.8,4,1.2,0.2,0
5.7,4.4,1.5,0.4,0
5.1,3.8,1.5,0.3,0
4.6,3.6,1,0.2,0
5.1,3.3,1.7,0.5,0
4.8,3.4,1.9,0.2,0
5,3,1.6,0.2,0
5.2,3.5,1.5,0.2,0
5.2,3.4,1.4,0.2,0
4.8,3.1,1.6,0.2,0
5.4,3.4,1.5,0.4,0
5.2,4.1,1.5,0.1,0
4.9,3.1,1.5,0.1,0
5,3.2,1.2,0.2,0
4.9,3.1,1.5,0.1,0
4.5,2.3,1.3,0.3,0
4.4,3.2,1.3,0.2,0
5.1,3.8,1.9,0.4,0
4.8,3,1.4,0.3,0
5.1,3.8,1.6,0.2,0
4.6,3.2,1.4,0.2,0
5.3,3.7,1.5,0.2,0
7,3.2,4.7,1.4,1
6.4,3.2,4.5,1.5,1
6.9,3.1,4.9,1.5,1
5.5,2.3,4,1.3,1
5.7,2.8,4.5,1.3,1
6.3,3.3,4.7,1.6,1
4.9,2.4,3.3,1,1
5.6,2.9,3.6,1.3,1
6.7,3.1,4.4,1.4,1
5.6,3,4.5,1.5,1
5.8,2.7,4.1,1,1
6.2,2.2,4.5,1.5,1
5.9,3.2,4.8,1.8,1
6.1,2.8,4,1.3,1
6.3,2.5,4.9,1.5,1
6.1,2.8,4.7,1.2,1
5.5,2.4,3.7,1,1
5.4,3,4.5,1.5,1
6.7,3.1,4.7,1.5,1
6.3,2.3,4.4,1.3,1
5.6,3,4.1,1.3,1
5.5,2.5,4,1.3,1
5.5,2.6,4.4,1.2,1
5.8,2.6,4,1.2,1
5,2.3,3.3,1,1
5.7,3,4.2,1.2,1
5.1,2.5,3,1.1,1
5.8,2.7,5.1,1.9,2
7.1,3,5.9,2.1,2
4.9,2.5,4.5,1.7,2
7.3,2.9,6.3,1.8,2
6.7,2.5,5.8,1.8,2
7.2,3.6,6.1,2.5,2
6.5,3.2,5.1,2,2
6.4,2.7,5.3,1.9,2
5.7,2.5,5,2,2
5.8,2.8,5.1,2.4,2
6.4,3.2,5.3,2.3,2
6.5,3,5.5,1.8,2
7.7,3.8,6.7,2.2,2
6.3,2.7,4.9,1.8,2
6.7,3.3,5.7,2.1,2
7.2,3.2,6,1.8,2
6.1,3,4.9,1.8,2
7.2,3,5.8,1.6,2
7.9,3.8,6.4,2,2
6.4,2.8,5.6,2.2,2
6.3,2.8,5.1,1.5,2
6.3,3.4,5.6,2.4,2
6.7,3.1,5.6,2.4,2
6.3,2.5,5,1.9,2
6.2,3.4,5.4,2.3,2
5.9,3,5.1,1.8,2
7.64630925692673,2.7,3.9,0,1
0,2.8,4.9,37.3339035622499,2
8.71738102753602,3.4,4.5,0,1
0.115192425638614,2.9,4.3,29.4003289690067,1
0,48.5825278222715,1.5,0.4,0
6.9,29.5078064868035,5.1,0,2
5.6,84.260412287091,0,1.1,1
7.7,29.1750076389294,0,2.3,2
6.1,25.9807148852674,5.6,55.5346449283775,2
35.7880295473295,7.82279911298451,1.3,0.4,0
6.2,2.8,30.8957127396761,45.4069227976391,2
28.884688808317,0,5.7,2.5,2
6.15872683686697,0,1.4,0.3,0
6.3,2.9,0,0,2
35.5916116246505,19.8457444077749,1.5,0.2,0
0,3,43.834570257651,0.1,0
84.8791239597793,3.6,53.7514305445018,0.2,0
7.7,0,0,2.3,2
12.2087592426075,3.1,5.5,0,2
6.3,20.7805442579358,6,35.3589316046848,2
0.0186830023140594,3.2,5.7,0,2
