120,4,setosa,versicolor,virginica
4.8083,3.2682,1.398,0.24064,0
5.6759,3.8579,1.6503,0.28407,0
4.4951,3.0553,1.307,0.22497,0
5.2724,3.5836,1.533,0.26387,0
5.2104,3.5415,1.5149,0.26077,0
5.7311,3.8954,1.6663,0.28683,0
5.5293,3.7583,1.6077,0.27673,0
5.9049,4.0135,1.7169,0.29552,0
5.4543,3.7072,1.5858,0.27297,0
5.1807,3.5213,1.5063,0.25928,0
5.251,3.5691,1.5268,0.2628,0
4.6876,3.1861,1.3629,0.2346,0
5.3293,3.6223,1.5495,0.26672,0
4.7451,3.2252,1.3796,0.23748,0
4.8974,3.3287,1.4239,0.2451,0
4.7434,3.2241,1.3792,0.2374,0
4.9451,3.3611,1.4378,0.24749,0
4.8637,3.3058,1.4141,0.24341,0
4.4073,2.9956,1.2814,0.22058,0
5.0077,3.4037,1.456,0.25062,0
4.6888,3.1869,1.3633,0.23466,0
5.3368,3.6274,1.5517,0.2671,0
4.8083,3.2682,1.398,0.24064,0
5.3976,3.6687,1.5694,0.27014,0
4.8083,3.2682,1.398,0.24064,0
5.0173,3.4102,1.4588,0.2511,0
5.1006,3.4669,1.483,0.25527,0
4.6179,3.1387,1.3427,0.23111,0
4.734,3.2176,1.3764,0.23692,0
4.643,3.1558,1.35,0.23237,0
5.2666,3.5797,1.5313,0.26358,0
4.7489,3.2278,1.3808,0.23767,0
4.168,2.8329,1.2118,0.2086,0
5.033,3.4209,1.4633,0.25189,0
5.1181,3.4787,1.4881,0.25615,0
5.333,3.6248,1.5506,0.26691,0
5.0767,3.4506,1.4761,0.25408,0
4.7657,3.2393,1.3857,0.23851,0
4.851,3.2972,1.4104,0.24278,0
5.0833,3.4551,1.478,0.25441,0
4.3822,2.9786,1.2741,0.21932,0
4.6811,3.1817,1.361,0.23428,0
4.8533,2.2596,3.3984,1.348,1
6.5088,3.0303,4.5577,1.8078,1
5.3675,2.499,3.7585,1.4908,1
6.8327,3.1811,4.7845,1.8978,1
6.4856,3.0195,4.5415,1.8014,1
5.6858,2.6471,3.9814,1.5792,1
5.8089,2.7045,4.0676,1.6134,1
6.7649,3.1495,4.737,1.8789,1
6.0603,2.8215,4.2436,1.6832,1
4.8593,2.2624,3.4027,1.3497,1
6.4215,2.9897,4.4966,1.7836,1
6.4266,2.9921,4.5001,1.785,1
5.9217,2.757,4.1465,1.6448,1
6.8207,3.1756,4.7761,1.8945,1
4.8535,2.2596,3.3986,1.3481,1
5.4928,2.5573,3.8462,1.5256,1
6.0485,2.816,4.2354,1.68,1
6.4635,3.0092,4.5259,1.7952,1
5.3714,2.5008,3.7612,1.4919,1
5.8021,2.7013,4.0628,1.6115,1
6.1191,2.8489,4.2848,1.6996,1
6.238,2.9043,4.3681,1.7326,1
6.4125,2.9855,4.4902,1.7811,1
5.6938,2.6509,3.987,1.5815,1
5.0737,2.3622,3.5528,1.4092,1
7.715,3.5919,5.4023,2.1429,1
6.3179,2.9415,4.424,1.7548,1
6.1808,2.8776,4.328,1.7167,1
6.3057,2.9358,4.4155,1.7514,1
4.8233,2.2456,3.3774,1.3397,1
5.72,2.6631,4.0053,1.5887,1
5.5105,2.5656,3.8587,1.5306,1
5.7367,2.6709,4.017,1.5934,1
5.6746,2.6419,3.9736,1.5761,1
5.8126,2.7062,4.0702,1.6145,1
5.3166,2.4753,3.7228,1.4767,1
6.4828,2.9972,5.4607,2.018,2
5.1359,2.3745,4.3262,1.5987,2
6.6059,3.0541,5.5644,2.0563,2
7.8138,3.6126,6.5819,2.4323,2
6.9129,3.196,5.823,2.1519,2
7.5241,3.4786,6.3379,2.3421,2
6.4647,2.9888,5.4454,2.0123,2
6.772,3.1309,5.7043,2.108,2
6.4674,2.9901,5.4477,2.0132,2
6.1653,2.8504,5.1932,1.9191,2
6.9155,3.1973,5.8252,2.1527,2
6.011,2.779,5.0633,1.8711,2
6.6695,3.0835,5.618,2.0761,2
5.9886,2.7687,5.0444,1.8641,2
6.879,3.1804,5.7944,2.1413,2
6.3846,2.9518,5.378,1.9874,2
6.0081,2.7777,5.0609,1.8702,2
7.7569,3.5863,6.534,2.4146,2
5.9082,2.7315,4.9767,1.8391,2
6.5257,3.017,5.4968,2.0313,2
5.7895,2.6766,4.8767,1.8022,2
7.638,3.5313,6.4338,2.3776,2
7.0755,3.2712,5.96,2.2025,2
5.8121,2.6871,4.8958,1.8092,2
7.1401,3.3011,6.0144,2.2226,2
5.9082,2.7315,4.9767,1.8391,2
6.4531,2.9835,5.4357,2.0088,2
6.7308,3.1118,5.6696,2.0952,2
6.0683,2.8055,5.1115,1.8889,2
3.4781,1.608,2.9297,1.0827,2
7.1814,3.3202,6.0492,2.2355,2
7.3166,3.3827,6.1631,2.2775,2
6.4748,2.9935,5.4539,2.0155,2
7.396,3.4194,6.2299,2.3022,2
6.0266,2.7863,5.0764,1.876,2
6.2886,2.9074,5.2971,1.9575,2
6.6014,3.052,5.5606,2.0549,2
6.3805,2.9499,5.3745,1.9861,2
4.5767,2.1159,3.8551,1.4246,2
7.5542,3.4925,6.3632,2.3515,2
6.0569,2.8003,5.102,1.8854,2
6.7608,3.1257,5.6948,2.1045,2
