SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5.07157293843442,3.50055107917503,1.49422972662948,0.206957826700048,0
4.88736853499488,3.0002448700967,1.4418706482067,0.203091685866674,0
4.676777514938,3.2004501846904,1.37697765082055,0.205683951056042,0
4.63994253630862,3.09922568500769,1.36759889802302,0.190223637960093,0
4.98003389571433,3.60038705739082,1.46618343385066,0.204886917107992,0
5.43391824238518,3.89934247030813,1.58756816456968,0.391698148190873,0
4.61494383637647,3.39971030290967,1.35046432733465,0.296342336561889,0
5.00722502518835,3.39985993765443,1.47605056200343,0.19823159797758,0
4.91301084521239,3.09974777534324,1.45687178624659,0.0968154567787421,0
5.37450751406808,3.70049419030118,1.58450222598384,0.206239557995066,0
4.85133806922219,3.39900477434964,1.42982510459857,0.187434459663055,0
4.79363706273293,3.00012335014689,1.42109179796349,0.101557396803234,0
4.2525985324257,3.00091891177657,1.25712588939445,0.111602015071065,0
5.32386650391841,3.90147590295662,1.55236651725559,0.418634485684794,0
5.07360446540494,3.50051169655349,1.487495642256,0.306460588792966,0
5.70682564871761,3.79986767985654,1.67737441095537,0.298329349631056,0
5.10160010773565,3.79996898075276,1.49469597959816,0.299608356554884,0
5.42905067558745,3.39943683161554,1.60370312412726,0.192889537112708,0
5.10347073213484,3.6999327173441,1.4884952533868,0.399150501269335,0
4.50318237608184,3.60187687975396,1.32093004806979,0.223697146719825,0
5.15988451805339,3.29883909524979,1.50149542531886,0.485342625101428,0
5.03409434951969,2.99933905634379,1.48698440648045,0.191655044090236,0
5.03880101374609,3.39924781424924,1.471382805085,0.390503037789935,0
5.19078581834254,3.50017862358424,1.5305430730747,0.20225526929709,0
5.16311198115451,3.40071510095923,1.5222760194083,0.209028736292104,0
4.75931631878808,3.19885011020404,1.40337888630612,0.185481697935601,0
4.85085536150817,3.09901413198824,1.43142517908494,0.187552607527657,0
5.37808786029511,3.40042478269672,1.57263413172325,0.405363230045504,0
5.18971970680005,4.10019929092856,1.53407700847544,0.102516211474968,0
5.4394990375995,4.20117285497029,1.6005479579614,0.214808256231399,0
5.41085978498344,3.5017280476225,1.59548105326773,0.221818018955617,0
4.91301084521239,3.09974777534324,1.45687178624659,0.0968154567787421,0
4.40135587392104,2.99997371540213,1.29550556329471,0.199668135387544,0
4.95439158549682,3.50088415214428,1.45118229581078,0.311163146195924,0
4.49396102818363,2.30011706984202,1.32001792067278,0.301478102801722,0
5.04302497025847,3.49916592979331,1.45738127817591,0.589469179354236,0
5.21368337317295,3.79779616548274,1.52316354253877,0.37217478115388,0
5.12708151538182,3.79947500521217,1.51023047580016,0.193371510088485,0
5.8,6.09196128618315,1.19999999999999,6.96253790350164,0
5.50487135353645,2.39202502070204,3.97824090391269,1.16197714744021,1
6.50309366437849,2.85844259225801,4.58618138881326,1.41234543352556,1
5.69859313874579,2.77342290288013,4.50628409106068,1.3398614064877,1
6.2980407930362,3.26298850821363,4.708751278728,1.65551133414453,1
4.89393138004992,2.28535735040388,3.3271069803542,1.17194568826562,1
6.59660906203375,2.83594159524497,4.61514645662267,1.39607738946722,1
5.20074660563137,2.71410417005632,3.89666510271721,1.37884599460765,1
5.89888830645434,2.97899893309151,4.20496565205106,1.53149825057789,1
5.99884825141915,2.17824225111095,4.00514456769592,1.03263315285383,1
6.09981080948398,2.89642599104679,4.70084506587052,1.40536044335587,1
5.59367267322156,2.78047010478352,3.62826255789436,1.47927577715379,1
5.60027743269374,3.00524099702351,4.49876077878648,1.49213934043237,1
5.79139548110361,2.53745153710446,4.13843419535258,1.24379676697595,1
6.21257004548942,2.43746145454901,4.44385280690897,1.14384569457503,1
5.90515784065932,3.29743706546852,4.77696123886938,1.65385994354118,1
6.59665217724706,2.93675608722706,4.41495387194119,1.49485578141001,1
6.80119634156838,2.82260015758926,4.79465624678135,1.36610336846465,1
6.00153872909551,2.92906822011769,4.49312688886346,1.45640230636329,1
5.69081024261876,2.42639576312284,3.54104830667307,1.26037866449207,1
5.49771477182999,2.35682962279779,3.81020753245695,1.16474867989244,1
5.7954385980891,2.61383029333854,3.92037462108411,1.32924081545349,1
6.00940887654968,2.87774362973,5.05797294378532,1.33341290648443,1
5.40044683589232,3.00844120262137,4.49800409782546,1.48733954248586,1
5.99593811407413,3.32326667863038,4.5181434103469,1.7150877426707,1
6.69850229326364,3.07170673563558,4.70668987470182,1.54243538361649,1
6.30570710266417,2.40781320569091,4.37450782532606,1.13829738825861,1
5.5016711479386,2.53156975212227,3.99253540760284,1.25265040736443,1
5.79741704136854,2.5512051794735,4.01153741863136,1.27318444774946,1
4.99544678124956,2.21398488189483,3.32033806898964,1.12900895727677,1
