SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5.09971033699318,3.49840684332374,1.39047510235579,0.274054131452387,0
4.99970356723315,3.59836960940662,1.39025249446371,0.275784862292528,0
4.60011073689155,3.40060905677952,1.40364132641244,0.271689431752376,0
4.39977051248577,2.89873781063925,1.3924538341722,0.258669896207538,0
4.79937161696681,2.99654387132292,1.37933707815123,0.260649992045702,0
4.29952754297096,2.99740146980344,1.08446434395536,0.220786548885132,0
5.79975737171141,3.99866553592032,1.19202173021759,0.262029416094356,0
5.70034658314966,4.40190621945419,1.51139658481743,0.311393883514215,0
5.40049140305652,3.90270273401088,1.31615865231378,0.274369782517847,0
5.10009494085502,3.50052217802573,1.40312191030623,0.275727785763595,0
5.69991268805312,3.79951978123606,1.69712894868312,0.322321836891974,0
5.10002065040099,3.80011357792827,1.50067904064771,0.294720597820004,0
5.10041352840229,3.70227442068682,1.51359792452592,0.294278917429225,0
4.59990745689357,3.59949100967546,0.99695693410738,0.223659215043358,0
5.10073229275054,3.30402763575954,1.72407975243697,0.312784848833376,0
5.00039038716435,3.4021471430682,1.61283697846968,0.300195117411862,0
5.19965936457807,3.49812649325653,1.48879899244487,0.287085543264679,0
4.79964901061783,3.09806954611281,1.58845852642346,0.28973259695979,0
5.40043383768238,3.40238612243818,1.51426574820215,0.289086724908802,0
5.49964640049939,4.19805519037,1.38837269871868,0.290399889813684,0
4.99983559986231,3.19909579348841,1.19459408192522,0.242029907583686,0
5.4997537875112,3.49864582269372,1.29190387208825,0.262945738949326,0
4.89931237041226,3.09621801319914,1.47738889231255,0.275796738559982,0
5.09966914309693,3.39818027545254,1.48912053640832,0.284585604700845,0
4.50025272484057,2.30138999546895,1.30831027152877,0.235389338218222,0
4.39979515810312,3.19887336239732,1.29326424826413,0.252369092363054,0
5.0011513207486,3.50633230441561,1.63785851844281,0.305657760736267,0
5.10020738212008,3.8011406089192,1.90681928109725,0.346981483932996,0
4.5997426813086,3.19858473819067,1.39153867031753,0.265785108037192,0
4.99972838965149,3.29850613357632,1.391068722247,0.269438858186565,0
5.00000154386163,3.50000849129325,208.293619563101,26.8857354020537,0
0.000128105539009154,3.10070458494847,0.00421245418975477,0.0672490300728174,0
0.000487886982516459,3.40268339548077,0.0160430343569081,0.0752686884899882,0
5.20069097999404,0.0038004141527639,0.0227212780450268,0.0233467094384299,0
0.780825453123764,3.23325335842992,5.57460848329361,1.30247272159716,1
0.739920358623697,3.23026392902111,5.29598243032938,1.41124028457377,1
0.727138139805358,2.82658943829492,5.19933833443508,1.2220170330576,1
0.548487701824313,2.42326713892218,3.91195734939656,0.931760855370953,1
0.687683337390973,3.02786978125884,4.93301309303503,1.41826197279937,1
0.665569055814618,2.22852271517218,4.75018614161133,0.916347012309596,1
0.761561243284108,2.92854414457983,5.45074976413265,1.31628416296432,1
0.678045126835042,2.72738662502161,4.8203054278911,0.919678999983549,1
0.666067844388234,2.82905473906423,4.76417909243713,1.21478666337984,1
0.789431963574021,2.52946450412133,5.67495646988161,1.41358488188497,1
0.713849203357272,2.93040332910777,5.09964884190754,1.21083144433319,1
0.730554172907239,3.03138339089893,5.22542579789565,1.30795706521265,1
0.810627791471434,3.03148993544099,5.82822806403462,1.60764458552017,1
0.719214587999129,3.0250277321959,5.1582633433032,1.42659729059229,1
0.722525032849731,2.32982224937065,5.18436565574085,1.21253566694323,1
0.671074151666197,3.0263545164513,4.79315957093424,1.22270602476033,1
0.652700857597176,2.52591806590801,4.68168032896532,1.22398607091669,1
0.709908990024103,2.62561217924759,5.07363509441581,1.12488319213689,1
0.748298771619011,3.02861505780483,5.35261487824712,1.3160761847581,1
0.660659605487164,2.62747958381678,4.72275037043817,1.1194063653167,1
0.683288262868719,2.72628920871396,4.89144188875744,1.22289756288404,1
-20.707918128031,0.138527272581159,7.54345538277796,1388.20990522866,1
1.69449972095226,0.281872464099639,12.1136285761327,0.673308935448506,1
12.3314116195621,2334.62193440956,-0.932581778332112,1.3039918597478,1
-23.4917936965796,0.161967454954944,9.05996400993684,1579.34144460864,1
96.0700011025982,2.41947331012547,786.759589630981,930.108610913058,1
-1.96829785355616,2064.59261147516,4.66433698828007,871.297714066674,1
87.7988548429077,6.37272599726762,623.08789487918,-8.88500179060439,1
0.738317331526251,0.0318765728676573,5.23839715339242,-0.0934893659882375,1
8.34866599173398,1466.86270489246,3.59938936853063,0.0446719478861846,1
217.554845315828,2.03675410700796,1547.49482736051,5.21163152876308,1
2.00738802185151,3.26239936738609,14.0315954845315,-1.06286479516242,1
6.21362761447142,3.47849952744116,5.99931605867991,2.46752967033272,2
5.61989931188784,3.07220099367536,5.09857386939559,1.83229400021178,2
6.77919606340229,3.66298216418957,5.89745970813997,1.97939884355235,2
7.18579040168736,3.85601685200569,6.5967200736933,1.94428446515335,2
4.82458836547464,2.65584774050138,4.4994028515879,1.67165019098637,2
6.37453748291905,3.45928425935529,5.09900652275574,1.95283435480479,2
6.10874886959556,3.30190752896008,5.29769372257823,1.79050875274168,2
6.53521019943857,3.54722182306535,5.49790325710427,2.00045647038522,2
5.45520877480127,3.00589222182889,4.99806161619033,1.90797461789185,2
5.62335357732213,3.16506231452572,5.09860122205983,2.3335925765649,2
6.2718835556841,3.46476893775572,5.29898550758422,2.25183665291541,2
6.31147673832377,3.38960731389939,5.49850717509224,1.72912766714597,2
7.10024888651457,3.83946200726426,6.89525085979995,2.074533072648,2
5.48838229497398,3.03067219319325,4.89911615315411,1.95803909250948,2
7.19774639235382,3.83797100278992,6.69602289558942,1.81118571500545,2
6.56794480472114,3.57290886791157,5.69895431851243,2.05035594190503,2
5.99156251604014,3.2307625887622,4.79834948395758,1.72164123084275,2
5.98625978968107,3.23505862051558,4.89909934605699,1.75724117027821,2
6.13260184284215,3.35261232394142,5.59788260278468,1.99947590005528,2
