SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5.1688575285525,1.47465436436718,0.595630795226588,0.17176116412325,0
6.13431826582399,1.75009644842115,0.706885195937861,0.203843429736688,0
5.61200315450789,1.60108203774675,0.646696466921143,0.186486895712826,0
4.92375050132538,1.40472631054853,0.567386005592427,0.163616256259421,0
5.43960330117636,1.55189704962756,0.626830053275658,0.180758047637729,0
6.05514878046327,1.72750971112631,0.697762138615697,0.201212627302402,0
5.44000050915778,1.55201037147482,0.62687582534512,0.180771246861137,0
5.31179166878262,1.51543290247605,0.612101741686227,0.176510866389808,0
4.82394574882536,1.37625241413221,0.555885053250328,0.160299743784519,0
6.46674569373757,1.84493666305276,0.745192309676155,0.214889994995941,0
6.51724388195971,1.85934359403181,0.751011443951399,0.216568050068505,0
5.72181486352276,1.63241087880357,0.659350566053187,0.190135939407795,0
6.3790280850697,1.81991118039254,0.73508421350256,0.211975138377109,0
5.81043896121756,1.65769497915492,0.669563121050999,0.193080918661981,0
5.99807339544955,1.71122633222807,0.691185084251983,0.199316011944253,0
5.24645610764143,1.49679292839029,0.604572829924947,0.174339765333479,0
5.70735677293125,1.62828604342681,0.657684494982567,0.189655496977862,0
5.51837557855566,1.57437046507515,0.635907338528359,0.183375650848606,0
5.62858449555195,1.60581262797923,0.648607209729866,0.187037893766984,0
5.82055799079651,1.66058189779203,0.670729182526235,0.193417174070585,0
5.29666916094625,1.51111851151869,0.610359106816018,0.176008345371171,0
5.36189264902334,1.52972651160785,0.617875103892008,0.178175722238963,0
5.98310602381253,1.70695620100745,0.68946032642661,0.198818646102374,0
5.43960330117636,1.55189704962756,0.626830053275658,0.180758047637729,0
6.07330384004149,1.73268927695773,0.699854228117919,0.201815920032112,0
5.43960330117636,1.55189704962756,0.626830053275658,0.180758047637729,0
4.93927021714316,1.40915402335316,0.569174412532098,0.164131976501467,0
5.70326259596312,1.62711799112489,0.657212704481503,0.189519447454677,0
5.62003918450716,1.60337468494105,0.647622494948128,0.186753933033932,0
4.85131053669322,1.38405947858241,0.559038421333876,0.161209075835984,0
4.99134212389946,1.42400992993114,0.57517489350084,0.165862326249583,0
5.6606855524138,1.61497093101634,0.652306359478261,0.188104612063188,0
5.85553646320085,1.67056111596646,0.674759909861806,0.194579508901103,0
5.31785677226632,1.51716325222417,0.612800650950252,0.176712409811954,0
5.81792264703607,1.65983004476523,0.670425499963685,0.193329601582921,0
5.18437724437029,1.4790820771718,0.59741920216626,0.172276884365296,0
5.57545096356938,1.59065384397338,0.642484392892073,0.185272266206756,0
45.066784926188,12.8573733580951,5.19324914560146,1.49756951114532,0
6.09499202121838,1.73887682823981,0.702353455177293,0.202536618411992,0
6.4964362193036,1.8534072511594,0.748613683017537,0.215876611323917,0
6.40376110991607,3.00506557922219,4.63853006142888,1.4439953993543,1
6.81741486129817,3.19917910542317,4.93815794071337,1.53727091411335,1
