4.4803,3.5129,1.6908,0.38152,0
5.2972,4.1534,1.9991,0.45108,0
4.2034,3.2958,1.5863,0.35794,0
4.9114,3.851,1.8535,0.41824,0
7.7651,6.0885,2.9304,0.66125,0
5.3309,4.1799,2.0118,0.45396,0
13.664,10.714,5.1566,1.1636,0
5.5258,4.3327,2.0854,0.47056,0
5.0908,3.9917,1.9212,0.43352,0
5.2093,4.0845,1.9659,0.4436,0
4.9143,3.8533,1.8546,0.41848,0
7.0623,5.5375,2.6652,0.6014,0
5.0047,3.9241,1.8887,0.42618,0
4.4376,3.4794,1.6747,0.37789,0
4.5831,3.5936,1.7296,0.39028,0
4.4303,3.4737,1.6719,0.37727,0
4.6093,3.6141,1.7395,0.39251,0
7.5438,5.915,2.8469,0.6424,0
4.1145,3.2261,1.5528,0.35037,0
4.6751,3.6657,1.7643,0.39811,0
4.3734,3.4291,1.6505,0.37242,0
4.9601,3.8892,1.8719,0.42238,0
4.4803,3.5129,1.6908,0.38152,0
5.0351,3.9479,1.9002,0.42877,0
6.0844,4.7707,2.2962,0.51812,0
4.6816,3.6708,1.7668,0.39866,0
4.7596,3.732,1.7962,0.40531,0
4.3151,3.3834,1.6284,0.36745,0
4.4318,3.4749,1.6725,0.3774,0
4.3381,3.4015,1.6371,0.36942,0
4.9309,3.8662,1.8608,0.41989,0
4.4193,3.4651,1.6678,0.37633,0
3.8649,3.0304,1.4586,0.32912,0
4.7061,3.69,1.776,0.40075,0
4.767,3.7378,1.799,0.40594,0
4.9784,3.9035,1.8788,0.42394,0
4.7426,3.7186,1.7898,0.40386,0
4.4498,3.489,1.6793,0.37893,0
4.5187,3.5431,1.7053,0.3848,0
4.7602,3.7324,1.7964,0.40536,0
4.0915,3.2081,1.5441,0.34841,0
4.3578,3.4169,1.6446,0.37109,0
5.3264,2.1622,2.7277,1.1087,1
7.1432,2.8997,3.658,1.4869,1
5.8384,2.3701,2.9899,1.2153,1
7.4675,3.0314,3.8241,1.5544,1
7.0591,2.8656,3.615,1.4694,1
6.2254,2.5272,3.188,1.2959,1
6.2804,2.5495,3.2162,1.3073,1
32.735,13.289,16.764,6.8141,1
6.6361,2.6939,3.3984,1.3814,1
5.3593,2.1756,2.7445,1.1156,1
7.0157,2.848,3.5928,1.4604,1
8.8313,3.5851,4.5225,1.8383,1
6.4988,2.6382,3.3281,1.3528,1
7.4793,3.0362,3.8302,1.5569,1
10.283,4.1743,5.2658,2.1405,1
6.0128,2.4409,3.0792,1.2516,1
6.6036,2.6807,3.3817,1.3746,1
7.0754,2.8723,3.6233,1.4728,1
5.8823,2.3879,3.0124,1.2245,1
6.324,2.5672,3.2386,1.3164,1
5.5115,2.2374,2.8225,1.1473,1
6.7844,2.7541,3.4743,1.4122,1
7.0081,2.8449,3.5889,1.4588,1
32.317,13.119,16.549,6.727,1
7.2677,2.9503,3.7218,1.5128,1
6.4009,2.5984,3.2779,1.3324,1
6.8288,2.7721,3.497,1.4215,1
6.7284,2.7314,3.4457,1.4006,1
6.0912,2.4727,3.1193,1.268,1
5.286,2.1458,2.707,1.1003,1
6.2595,2.541,3.2055,1.303,1
6.0471,2.4548,3.0967,1.2588,1
6.2616,2.5419,3.2066,1.3034,1
6.1607,2.5009,3.1549,1.2824,1
6.3375,2.5727,3.2454,1.3192,1
5.8334,2.368,2.9873,1.2143,1
6.6404,3.2843,5.1239,1.7805,2
5.2641,2.6036,4.062,1.4115,2
6.7917,3.3591,5.2407,1.8211,2
8.0229,3.9681,6.1907,2.1512,2
7.0881,3.5057,5.4694,1.9005,2
7.7093,3.813,5.9487,2.0671,2
6.6368,3.2825,5.1211,1.7795,2
6.9529,3.4389,5.3651,1.8643,2
6.6263,3.2773,5.1131,1.7767,2
6.3195,3.1256,4.8763,1.6944,2
7.1071,3.5151,5.484,1.9056,2
6.1727,3.053,4.763,1.6551,2
6.8469,3.3864,5.2833,1.8359,2
6.1568,3.0451,4.7507,1.6508,2
7.0597,3.4917,5.4475,1.8929,2
6.5663,3.2476,5.0667,1.7606,2
6.1528,3.0431,4.7477,1.6497,2
7.9784,3.9461,6.1564,2.1392,2
6.0568,2.9956,4.6736,1.624,2
6.7016,3.3146,5.1711,1.7969,2
5.9356,2.9357,4.5801,1.5915,2
7.8072,3.8614,6.0243,2.0934,2
7.2676,3.5945,5.6079,1.9487,2
6.1039,3.019,4.71,1.6366,2
7.3231,3.622,5.6507,1.9635,2
6.0568,2.9956,4.6736,1.624,2
6.6243,3.2763,5.1115,1.7762,2
6.9029,3.4141,5.3265,1.8509,2
6.2262,3.0794,4.8043,1.6694,2
6.6215,3.2749,5.1093,1.7754,2
7.3634,3.6419,5.6818,1.9743,2
7.5096,3.7142,5.7946,2.0135,2
6.6479,3.288,5.1297,1.7825,2
7.5879,3.7529,5.855,2.0345,2
6.1966,3.0648,4.7815,1.6615,2
6.4513,3.1908,4.978,1.7298,2
10.161,5.0258,7.8409,2.7246,2
6.5549,3.242,5.058,1.7576,2
6.6568,3.2924,5.1366,1.7849,2
26.722,13.217,20.62,7.165,2
6.2236,3.0781,4.8023,1.6687,2
14.604,7.223,11.269,3.9158,2
