SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5.1,3.5,1.4,0.2,0
5,3.6,1.4,0.2,0
4.6,3.4,1.4,0.3,0
4.4,2.9,1.4,0.2,0
4.9,3.1,1.5,0.1,0
4.8,3,1.4,0.1,0
4.3,3,1.1,0.1,0
5.4,3.9,1.3,0.4,0
5.1,3.5,1.4,0.3,0
5.7,3.8,1.7,0.3,0
5.1,3.8,1.5,0.3,0
5.1,3.7,1.5,0.4,0
5.1,3.3,1.7,0.5,0
5,3.4,1.6,0.4,0
5.2,3.5,1.5,0.2,0
5.2,3.4,1.4,0.2,0
4.8,3.1,1.6,0.2,0
5.4,3.4,1.5,0.4,0
5.5,4.2,1.4,0.2,0
5,3.2,1.2,0.2,0
5.5,3.5,1.3,0.2,0
4.9,3.1,1.5,0.1,0
5.1,3.4,1.5,0.2,0
5,3.5,1.3,0.3,0
4.5,2.3,1.3,0.3,0
4.6,3.2,1.4,0.2,0
5,3.3,1.4,0.2,0
7,3.2,4.7,1.4,1
6.4,3.2,4.5,1.5,1
5.7,2.8,4.5,1.3,1
4.9,2.4,3.3,1,1
6.6,2.9,4.6,1.3,1
5.2,2.7,3.9,1.4,1
5.9,3,4.2,1.5,1
6,2.2,4,1,1
6.1,2.9,4.7,1.4,1
6.7,3.1,4.4,1.4,1
5.8,2.7,4.1,1,1
6.1,2.8,4,1.3,1
6.4,2.9,4.3,1.3,1
6.6,3,4.4,1.4,1
6.8,2.8,4.8,1.4,1
6.7,3,5,1.7,1
6,2.9,4.5,1.5,1
5.4,3,4.5,1.5,1
6.7,3.1,4.7,1.5,1
5.6,3,4.1,1.3,1
5.5,2.5,4,1.3,1
5.6,2.7,4.2,1.3,1
5.7,3,4.2,1.2,1
6.2,2.9,4.3,1.3,1
6.3,3.3,6,2.5,2
5.8,2.7,5.1,1.9,2
7.1,3,5.9,2.1,2
7.6,3,6.6,2.1,2
4.9,2.5,4.5,1.7,2
6.5,3.2,5.1,2,2
6.4,2.7,5.3,1.9,2
5.7,2.5,5,2,2
5.8,2.8,5.1,2.4,2
6.5,3,5.5,1.8,2
7.7,2.6,6.9,2.3,2
5.6,2.8,4.9,2,2
7.7,2.8,6.7,2,2
6.7,3.3,5.7,2.1,2
7.2,3.2,6,1.8,2
6.2,2.8,4.8,1.8,2
6.1,3,4.9,1.8,2
6.4,2.8,5.6,2.1,2
7.4,2.8,6.1,1.9,2
7.9,3.8,6.4,2,2
6.4,2.8,5.6,2.2,2
6.3,2.8,5.1,1.5,2
7.7,3,6.1,2.3,2
6.3,3.4,5.6,2.4,2
6.4,3.1,5.5,1.8,2
6,3,4.8,1.8,2
6.9,3.1,5.4,2.1,2
6.7,3.1,5.6,2.4,2
6.9,3.1,5.1,2.3,2
6.8,3.2,5.9,2.3,2
6.7,3,5.2,2.3,2
6.3,2.5,5,1.9,2
6.2,3.4,5.4,2.3,2
28.6179370891597,3,5.5,24.4155234634872,2
5.6,0,80.3021531366547,1.3,1
6.3,0,4.4,26.455309866104,1
5.8,2.7,18.5670158400597,0.203968736929322,2
5.8,10.8062611552394,4,9.73092331245008,1
0,0,1.6,0.6,0
20.6688586996206,62.1754015302369,1.3,0.2,0
5.8,4,37.2071750676655,0,0
5.5,0,4,21.6593957456969,1
0,34.972048542319,4.4,1.2,1
6.3,0,4.9,0,1
6.1,0,4.6,31.3775048725971,1
0,4.4,53.4556265769908,0.4,0
0,3.8,1.9,0,0
0,3,10.2267173682198,1.6,2
0,3.4,30.3800033432162,0.2,0
0,0,5.7,2.3,2
5.9,0.136873615597154,33.435600062869,1.8,1
9.59443912377674,3.6,1,40.9728556359206,0
6.1,2.6,0,7.8882442752165,2
6.4,3.2,26.8922382741494,55.1127048901652,2
