4.8083,3.2682,1.398,0.24064,0
5.6759,3.8579,1.6503,0.28407,0
4.4951,3.0553,1.307,0.22497,0
5.2724,3.5836,1.533,0.26387,0
5.2104,3.5415,1.5149,0.26077,0
5.7311,3.8954,1.6663,0.28683,0
5.5293,3.7583,1.6077,0.27673,0
5.9049,4.0135,1.7169,0.29552,0
5.4543,3.7072,1.5858,0.27297,0
5.1807,3.5213,1.5063,0.25928,0
5.251,3.5691,1.5268,0.2628,0
4.6876,3.1861,1.3629,0.2346,0
5.3293,3.6223,1.5495,0.26672,0
4.7451,3.2252,1.3796,0.23748,0
4.8974,3.3287,1.4239,0.2451,0
4.7434,3.2241,1.3792,0.2374,0
4.9451,3.3611,1.4378,0.24749,0
4.8637,3.3058,1.4141,0.24341,0
4.4073,2.9956,1.2814,0.22058,0
5.0077,3.4037,1.456,0.25062,0
4.6888,3.1869,1.3633,0.23466,0
5.3368,3.6274,1.5517,0.2671,0
4.8083,3.2682,1.398,0.24064,0
5.3976,3.6687,1.5694,0.27014,0
4.8083,3.2682,1.398,0.24064,0
5.0173,3.4102,1.4588,0.2511,0
5.1006,3.4669,1.483,0.25527,0
4.6179,3.1387,1.3427,0.23111,0
4.734,3.2176,1.3764,0.23692,0
4.643,3.1558,1.35,0.23237,0
5.2666,3.5797,1.5313,0.26358,0
4.7489,3.2278,1.3808,0.23767,0
4.168,2.8329,1.2118,0.2086,0
5.033,3.4209,1.4633,0.25189,0
5.1181,3.4787,1.4881,0.25615,0
5.333,3.6248,1.5506,0.26691,0
5.0767,3.4506,1.4761,0.25408,0
4.7657,3.2393,1.3857,0.23851,0
4.851,3.2972,1.4104,0.24278,0
5.0833,3.4551,1.478,0.25441,0
4.3822,2.9786,1.2741,0.21932,0
4.6811,3.1817,1.361,0.23428,0
4.8595,2.2625,3.4938,1.0834,1
6.5151,3.0332,4.6841,1.4525,1
5.368,2.4992,3.8594,1.1968,1
6.8413,3.1851,4.9187,1.5253,1
6.4889,3.0211,4.6654,1.4467,1
5.6936,2.6508,4.0935,1.2694,1
5.8128,2.7063,4.1793,1.296,1
6.7684,3.1512,4.8662,1.509,1
6.0694,2.8258,4.3637,1.3532,1
4.8594,2.2624,3.4937,1.0834,1
6.4258,2.9917,4.6199,1.4326,1
6.4329,2.995,4.6251,1.4342,1
5.9266,2.7592,4.261,1.3213,1
6.8303,3.18,4.9108,1.5228,1
4.8618,2.2635,3.4955,1.0839,1
5.5026,2.5618,3.9562,1.2268,1
6.0526,2.8179,4.3516,1.3494,1
6.4749,3.0146,4.6553,1.4436,1
5.3801,2.5048,3.8681,1.1995,1
5.809,2.7045,4.1765,1.2951,1
6.1232,2.8508,4.4024,1.3652,1
6.2474,2.9086,4.4917,1.3929,1
6.4177,2.9879,4.6142,1.4308,1
5.7007,2.6541,4.0986,1.271,1
6.6541,3.098,4.7841,1.4835,1
5.9038,2.7487,4.2447,1.3163,1
6.3253,2.9449,4.5477,1.4102,1
6.1963,2.8848,4.4549,1.3815,1
6.3039,2.9349,4.5323,1.4055,1
4.8295,2.2485,3.4723,1.0768,1
5.735,2.6701,4.1233,1.2786,1
5.511,2.5658,3.9623,1.2287,1
5.7426,2.6736,4.1287,1.2803,1
5.6867,2.6476,4.0885,1.2678,1
5.8226,2.7109,4.1863,1.2982,1
5.3272,2.4802,3.8301,1.1877,1
6.5023,2.9414,5.4759,1.9991,2
5.1501,2.3297,4.3371,1.5834,2
6.6245,2.9966,5.5788,2.0367,2
7.8361,3.5447,6.5991,2.4092,2
6.9327,3.136,5.8383,2.1314,2
7.5489,3.4148,6.3573,2.3209,2
6.4819,2.9321,5.4587,1.9928,2
6.791,3.0719,5.719,2.0878,2
6.487,2.9344,5.463,1.9944,2
6.1854,2.798,5.209,1.9017,2
6.9377,3.1383,5.8426,2.133,2
6.0275,2.7266,5.076,1.8531,2
6.6893,3.0259,5.6334,2.0566,2
6.0061,2.7169,5.058,1.8465,2
6.8986,3.1206,5.8096,2.1209,2
6.4019,2.896,5.3914,1.9682,2
6.0245,2.7252,5.0735,1.8522,2
7.7793,3.519,6.5513,2.3917,2
5.9255,2.6804,4.9901,1.8217,2
6.5443,2.9604,5.5113,2.012,2
5.8093,2.6279,4.8922,1.786,2
7.665,3.4673,6.455,2.3566,2
7.0973,3.2105,5.9769,2.182,2
5.9515,2.6922,5.012,1.8298,2
7.164,3.2407,6.0331,2.2025,2
5.9255,2.6804,4.9901,1.8217,2
6.4693,2.9264,5.4481,1.989,2
6.7499,3.0534,5.6844,2.0752,2
6.0875,2.7537,5.1265,1.8715,2
6.4667,2.9253,5.4459,1.9882,2
7.2053,3.2593,6.0679,2.2152,2
7.3364,3.3187,6.1783,2.2555,2
6.494,2.9376,5.4689,1.9965,2
7.4196,3.3563,6.2484,2.2811,2
6.0432,2.7337,5.0893,1.858,2
6.3081,2.8535,5.3123,1.9394,2
6.6183,2.9938,5.5736,2.0348,2
6.3988,2.8945,5.3887,1.9673,2
6.681,3.0222,5.6264,2.054,2
7.5803,3.429,6.3837,2.3305,2
6.0753,2.7482,5.1162,1.8678,2
6.7788,3.0664,5.7087,2.0841,2
