0.50769,-3.4594,4.7433,0.8154,0
5.0767,2.2966,-0.20987,1.2492,0
2.7081,10.929,-4.0001,-1.9312,0
4.562,10.658,-3.6107,-1.1801,0
4.2916,0.022126,2.0691,1.4362,0
3.1386,6.4423,-0.50869,-0.71986,0
5.0293,0.33569,0.18,1.7919,0
3.4502,6.2485,-1.9558,-0.41176,0
3.736,0.087341,0.52905,1.3446,0
0.42035,-4.021,8.6428,0.60038,0
0.84669,7.8155,-2.7356,-1.8064,0
1.4789,8.1139,-0.061696,-1.8986,0
0.63329,-0.80035,7.6259,-0.20562,0
3.5378,-2.512,2.3254,1.8969,0
2.1678,-3.4924,3.7947,1.5417,0
0.63598,-1.1491,8.0136,-0.13366,0
-2.0678,10.882,-2.7702,-3.8422,0
0.92318,-5.752,8.3527,1.3437,0
0.47012,-3.7245,8.2975,0.5604,0
0.5007,10.863,-1.3234,-2.9918,0
1.0011,2.5007,4.1892,-0.7585,0
3.0058,6.4156,0.1785,-0.82429,0
2.4888,3.5768,0.63286,-0.19897,0
-3.2226,12.768,0.31828,-5.1333,0
4.0963,6.1498,-2.4202,-0.09442,0
1.7391,0.15597,4.8624,0.17355,0
2.4704,1.1879,3.9336,0.22167,0
1.765,6.3847,-0.48702,-1.226,0
-0.31813,7.3483,-1.966,-2.1763,0
1.1952,8.0954,-0.17856,-1.9902,0
1.0645,0.89675,5.4739,-0.36308,0
2.3794,8.9693,-3.2623,-1.5272,0
-0.29768,-3.9536,4.721,0.66171,0
3.4716,6.4371,-0.38912,-0.60262,0
1.8432,8.6222,-1.3018,-1.8027,0
-1.541,11.388,2.4557,-4.2682,0
2.0093,10.764,-2.9222,-2.2439,0
1.2324,9.6037,-1.4173,-2.3225,0
-0.47135,9.8154,-3.1088,-2.881,0
0.56161,-3.9529,8.7672,0.62208,0
3.5586,11.025,-3.9668,-1.6404,0
4.0642,7.8425,-2.7259,-0.59338,0
3.4857,-2.2716,2.6232,1.7771,0
4.01,-4.1545,3.7452,2.4471,0
1.7642,2.1555,3.1989,-0.2742,0
1.954,5.3326,-1.7558,-0.71979,0
1.4894,8.138,-2.1301,-1.715,0
-0.29768,-3.9536,4.721,0.66171,0
5.521,5.4523,-2.2088,0.6396,0
2.4525,5.8329,0.78193,-0.91188,0
0.70615,-4.0084,8.1266,0.75178,0
2.8424,2.3353,1.3714,0.24588,0
-0.058607,-2.8007,3.2271,0.53719,0
3.0623,10.13,-3.743,-1.577,0
-0.84684,1.3073,7.5505,-1.4015,0
3.0099,10.727,-3.7218,-1.7805,0
3.8382,1.0329,1.8532,0.97636,0
4.4943,2.4661,1.0219,0.86514,0
-0.97543,-5.8108,8.5511,0.62248,0
2.8713,10.537,-4.6087,-1.6952,0
3.5788,6.7715,-0.68891,-0.63642,0
1.8855,2.76,2.86,-0.38122,0
1.1829,2.3564,2.4897,-0.49196,0
2.313,1.0268,4.1526,0.19104,0
3.8089,1.1081,1.2316,0.99857,0
2.9275,5.8713,-2.2131,-0.47239,0
3.9287,1.4118,1.8078,0.89968,0
3.276,-3.9198,4.3336,2.0438,0
3.9922,3.9003,0.69951,0.26767,0
