120,4,setosa,versicolor,virginica
4.9119,3.0818,1.4817,0.21469,0
5.7097,3.7978,1.676,0.27631,0
4.4246,3.1831,1.247,0.24395,0
5.3523,3.4402,1.5969,0.24414,0
5.1222,3.7014,1.4401,0.28445,0
5.6356,4.069,1.5852,0.31254,0
5.462,3.8807,1.5499,0.29509,0
5.6843,4.4127,1.5324,0.35357,0
5.321,3.9488,1.4736,0.30838,0
5.1949,3.4964,1.516,0.2565,0
5.132,3.7848,1.4264,0.29448,0
4.7804,3.0192,1.4378,0.2114,0
5.271,3.7282,1.4993,0.28269,0
4.784,3.1555,1.41,0.22822,0
4.8842,3.3532,1.4112,0.24934,0
4.5193,3.6295,1.1922,0.29615,0
4.9749,3.308,1.4605,0.24063,0
4.8966,3.2472,1.4394,0.23575,0
4.409,2.9933,1.2811,0.22091,0
5.018,3.3859,1.4626,0.24882,0
4.6783,3.2066,1.3528,0.23819,0
5.3781,3.554,1.5836,0.25738,0
4.9119,3.0818,1.4817,0.21469,0
5.3797,3.7019,1.5525,0.2757,0
4.9119,3.0818,1.4817,0.21469,0
4.9534,3.5263,1.4041,0.26848,0
5.0732,3.5172,1.4584,0.26324,0
4.6564,3.0698,1.3727,0.22195,0
4.6427,3.3831,1.2992,0.26132,0
4.629,3.1818,1.3366,0.23679,0
5.1691,3.7563,1.4488,0.28966,0
4.8669,3.0155,1.4764,0.20799,0
4.4368,2.3484,1.4322,0.13985,0
5.0494,3.3919,1.475,0.2485,0
5.1518,3.4186,1.514,0.2483,0
5.2951,3.6941,1.5172,0.27762,0
4.9984,3.5927,1.4095,0.27518,0
4.8607,3.0685,1.4622,0.21478,0
5.0219,2.9892,1.5498,0.19943,0
5.0534,3.5098,1.4513,0.26301,0
4.4364,2.8814,1.3172,0.20607,0
4.7843,2.9961,1.4445,0.20841,0
5.0149,2.2236,3.3269,1.0058,1
6.719,2.9821,4.4651,1.3506,1
5.2239,2.5278,4.0181,1.2711,1
6.8871,3.1697,4.8718,1.5037,1
6.3422,3.0494,4.8272,1.5226,1
5.7969,2.6232,3.9837,1.2184,1
5.4395,2.7865,4.5871,1.4867,1
6.6585,3.1711,4.9885,1.5664,1
6.2061,2.7904,4.2181,1.2855,1
5.1471,2.1934,3.1827,0.93848,1
6.436,2.9845,4.6113,1.4289,1
6.6058,2.951,4.4398,1.3481,1
6.1117,2.7128,4.0622,1.2288,1
7.0148,3.1331,4.7131,1.4309,1
4.9574,2.2383,3.3939,1.0367,1
5.5986,2.536,3.8541,1.1794,1
6.0739,2.8088,4.3315,1.3403,1
6.59,2.9836,4.5329,1.3868,1
5.4887,2.4762,3.7523,1.1457,1
5.737,2.7164,4.2569,1.333,1
6.0001,2.8741,4.5386,1.4291,1
6.0976,2.9379,4.657,1.4704,1
6.4611,2.9734,4.5698,1.4105,1
5.6068,2.6711,4.203,1.32,1
6.7511,3.0711,4.6816,1.436,1
5.7101,2.7882,4.4576,1.416,1
5.9384,3.028,4.9711,1.6082,1
6.0964,2.9029,4.5661,1.4337,1
5.9212,3.0169,4.9506,1.6011,1
4.9356,2.2208,3.3589,1.0241,1
5.8262,2.6451,4.0265,1.2337,1
5.6606,2.5276,3.8016,1.154,1
5.7233,2.6736,4.1519,1.2914,1
5.4948,2.6868,4.2994,1.3666,1
5.7618,2.7202,4.2544,1.3303,1
5.4998,2.4371,3.6448,1.1015,1
6.5003,2.9455,5.475,2.0021,2
5.0904,2.4863,4.2795,1.7051,2
6.5473,3.199,5.5042,2.194,2
7.8141,3.6014,6.5789,2.453,2
6.8875,3.2541,5.7952,2.2231,2
7.6881,3.046,6.495,2.0336,2
6.3616,3.2486,5.3418,2.2389,2
6.7344,3.2199,5.6647,2.2028,2
6.5006,2.8974,5.4774,1.9653,2
6.3258,2.4265,5.3476,1.6124,2
7.065,2.8011,5.9685,1.8703,2
5.9726,2.8706,5.0232,1.965,2
6.6857,3.0342,5.6309,2.0628,2
5.9917,2.7537,5.0449,1.875,2
6.8461,3.258,5.7593,2.2276,2
6.3212,3.1079,5.3132,2.133,2
5.9084,3.0307,4.9606,2.0898,2
7.7814,3.512,6.5546,2.386,2
5.9075,2.7267,4.9735,1.8576,2
6.4795,3.1303,5.4488,2.144,2
5.9619,2.2238,5.0429,1.4714,2
7.8832,2.8899,6.6702,1.907,2
7.168,3.0223,6.0475,2.0354,2
5.8818,2.8751,4.9447,1.9719,2
7.3221,2.822,6.1893,1.8764,2
5.9075,2.7267,4.9735,1.8576,2
6.3011,3.3693,5.2843,2.3334,2
6.6792,3.2388,5.6162,2.2193,2
6.1402,2.6133,5.1792,1.7621,2
6.4595,2.9431,5.4399,2.0019,2
7.3662,2.8331,6.2269,1.8833,2
7.225,3.6115,6.0703,2.4832,2
6.5145,2.8824,5.49,1.9534,2
7.4979,3.1483,6.3263,2.119,2
5.9886,2.8769,5.0367,1.9692,2
6.3506,2.74,5.3551,1.8508,2
6.4569,3.4185,5.4165,2.365,2
6.3657,2.9809,5.3573,2.0342,2
6.6614,3.0729,5.6082,2.0933,2
7.7903,2.8732,6.5908,1.8977,2
6.096,2.6922,5.1376,1.8241,2
6.6517,3.4006,5.5853,2.344,2
